PREVIOUS,CURRENT
merveilleuse,horreur
horreur,de l'
de l',espace
espace,et des flots
Les,deux
deux,gouffres
gouffres,ne
ne,font
font,qu'
qu',un
un,abîme
abîme,sans borne
De,tristesse
tristesse,de paix
de paix,et d'
et d',éblouissement
Sanctuaire,et tombeau
et tombeau,désert
désert,splendide
splendide,et morne
Où,des millions
des millions,d'
d',yeux
yeux,regardent
regardent,fixement
Tels,le
le,ciel
ciel,magnifique
magnifique,et les
et les,eaux
eaux,vénérables
Dorment,dans la lumière
dans la lumière,et dans la majesté
Comme,si
si,la rumeur
la rumeur,des vivants
des vivants,misérables
N',avait
avait,troublé
troublé,jamais
jamais,leur
leur,rêve
rêve,illimité
Cependant,plein
plein,de faim
de faim,dans sa
dans sa,peau
peau,flasque
flasque,et rude
Le,sinistre
sinistre,rôdeur
rôdeur,des steppes
des steppes,de la mer
Vient,va
va,tourne
tourne,et
et,flairant
flairant,au loin la solitude
Entrebâille,d'
d',ennui
ennui,ses
ses,mâchoires
mâchoires,de fer
Certes,il
il,n'
n',a
a,souci
souci,de l'
de l',immensité
immensité,bleue
Des,trois
trois,rois
rois,du
du,triangle
triangle,ou
ou,du
du,long
long,scorpion
Qui,tord
tord,dans l'
dans l',infini
infini,sa
sa,flamboyante
flamboyante,queue
Ni,de l'
de l',ourse
ourse,qui
qui,plonge
plonge,au clair
au clair,septentrion
Il,ne
ne,sait
sait,que
que,la chair
la chair,qu'
qu',on
on,broie
broie,et qu'
et qu',on
on,dépèce
Et,toujours
toujours,absorbé
absorbé,dans son
dans son,désir
désir,sanglant
Au,fond
fond,des masses
des masses,d'
d',eau
eau,lourdes
lourdes,d'
d',une
une,ombre
ombre,épaisse
Il,laisse
laisse,errer
errer,son
son,oeil
oeil,terne
terne,impassible
impassible,et lent
Tout,est
est,vide
vide,et muet
et muet,Rien
Rien,qui
qui,nage
nage,ou
ou,qui
qui,flotte
Qui,soit
soit,vivant
vivant,ou
ou,mort
mort,qu'
qu',il
il,puisse
puisse,entendre
entendre,ou
ou,voir
Il,reste
reste,inerte
inerte,aveugle
aveugle,et son
et son,grêle
grêle,pilote
Se,pose
pose,pour dormir
pour dormir,sur son
sur son,aileron
aileron,noir
Va,monstre
monstre,!
!,Tu
Tu,n'
n',es
es,pas
pas,autre
autre,que
que,nous
nous,ne
ne,sommes
Plus,hideux
hideux,plus
plus,féroce
féroce,ou
ou,plus
plus,désespéré
Consoletoi,!
!,Demain
Demain,tu
tu,mangeras
mangeras,des hommes
Demain,par l'
par l',homme
homme,aussi
aussi,tu
tu,seras
seras,dévoré
La,faim
faim,sacrée
sacrée,est
est,un
un,long
long,meurtre
meurtre,légitime
Des,profondeurs
profondeurs,de l'
de l',ombre
ombre,aux cieux
aux cieux,resplendissants
Et,l'
l',homme
homme,et le
et le,requin
requin,égorgeur
égorgeur,ou
ou,victime
Devant,ta
ta,face
face,ô
ô,mort
mort,sont
sont,tous
tous,deux
deux,innocents
ROMAN,1
Un,téléphone
téléphone,portable
portable,?
Au,début
début,vous
vous,n’en
n’en,voyiez
voyiez,pas
pas,vraiment
vraiment,l’utilité
l’utilité,mais
pour ne,pas
pas,paraître
paraître,dépassée
dépassée,vous
vous,vous
vous,êtes
êtes,laissé
laissé,tenter
par un,modèle
modèle,très
très,simple
simple,avec
avec,un
un,forfait
forfait,basique
basique,Les
premiers,temps
temps,vous
vous,vous
vous,êtes
êtes,parfois
parfois,surprise
surprise,à bavarder
un,peu
peu,fort
fort,au restaurant
au restaurant,dans le
dans le,train
train,ou
ou,à la terrasse
cafés,C’est
C’est,vrai
vrai,que
que,c’était
c’était,pratique
pratique,et rassurant
et rassurant,d’avoir
toujours,la famille
la famille,et les
et les,amis
amis,à portée
à portée,de voix
Comme,tout
tout,le
le,monde
monde,vous
vous,avez
avez,appris
appris,à rédiger
à rédiger,des SMS
en tapant,sur un
sur un,clavier
clavier,minuscule
minuscule,et vous
et vous,vous
vous,êtes
êtes,habituée
habituée,à en envoyer
à en envoyer,à tour
à tour,de bras
de bras,Comme
Comme,tout
tout,le
le,monde
vous,avez
avez,renoncé
renoncé,à votre
à votre,agenda
agenda,pour le
pour le,remplacer
remplacer,par sa
version,électronique
électronique,Avec
Avec,application
application,vous
vous,avez
avez,saisi
le,répertoire
répertoire,les
les,numéros
numéros,de vos
de vos,connaissances
connaissances,de votre
famille,et de votre
et de votre,amant
amant,Vous
Vous,y
y,avez
avez,camouflé
camouflé,ceux
ceux,de vos
ex,ainsi
ainsi,que
que,le
le,code
code,de votre
de votre,carte
carte,bleue
bleue,qu’il
qu’il,vous
vous,arrive
Même,s’il
s’il,prenait
prenait,des clichés
des clichés,de piètre
de piètre,qualité
qualité,vous
vous,avez
utilisé,l’appareil
l’appareil,de votre
de votre,portable
portable,C’était
C’était,sympa
sympa,d’avoir
toujours,sur soi
sur soi,une
une,photo
photo,rigolote
rigolote,à montrer
à montrer,aux collègues
D’ailleurs,tout
tout,le
le,monde
monde,faisait
faisait,pareil
pareil,L’objet
L’objet,collait
l’époque,:
:,les
les,cloisons
cloisons,s’effaçaient
s’effaçaient,entre vie
entre vie,intime
intime,vie
professionnelle,et vie
et vie,sociale
sociale,Surtout
Surtout,le
le,quotidien
quotidien,était
devenu,plus
plus,urgent
urgent,plus
plus,flexible
flexible,nécessitant
nécessitant,en permanence
de jongler,avec
avec,votre
votre,emploi
emploi,du
du,temps
Récemment,vous
vous,avez
avez,changé
changé,votre
votre,vieil
vieil,appareil
un,modèle
modèle,plus
plus,perfectionné
perfectionné,:
:,une
une,petite
petite,merveille
merveille,vous
permettant,d’avoir
d’avoir,accès
accès,à vos
à vos,mails
mails,de naviguer
Internet,et d’y
et d’y,télécharger
télécharger,des centaines
des centaines,d’applications
C’est,là
là,que
que,vous
vous,êtes
êtes,devenue
devenue,accro
accro,Comme
Comme,greffé
votre,corps
corps,votre
votre,mobile
mobile,est
est,désormais
désormais,un
un,prolongement
vousmême,qui
qui,vous
vous,accompagne
accompagne,jusque dans votre
jusque dans votre,salle
bains,ou
ou,vos
vos,toilettes
toilettes,Où
Où,que
que,vous
vous,soyez
soyez,vous
vous,laissez
laissez,rarement
rarement,passer
passer,plus
plus,d’une
d’une,demiheure
sans regarder,votre
écran,guettant
guettant,un
un,appel
appel,resté
resté,en absence
en absence,un
un,message
message,intime
ou,amical
amical,Et
Et,si
si,votre
votre,boîte
boîte,mail
mail,est
est,vide
vide,vous
vous,cliquez
vérifier,qu’aucun
qu’aucun,courrier
courrier,n’est
n’est,en attente
Comme,le
le,doudou
doudou,de votre
de votre,enfance
enfance,votre
votre,téléphone
téléphone,vous
rassure,Son
Son,écran
écran,est
est,doux
doux,apaisant
apaisant,hypnotique
hypnotique,Il
Il,vous
donne,une
une,contenance
contenance,dans toutes
dans toutes,les
les,situations
situations,et vous
offre,une
une,facilité
facilité,de contact
de contact,immédiat
immédiat,qui
qui,laisse
laisse,ouverts
ouverts,tous
les,possibles
Mais,un
un,soir
soir,en rentrant
en rentrant,vous
vous,fouillez
fouillez,vos
vos,poches
poches,puis
votre,sac
sac,et vous
et vous,prenez
prenez,conscience
conscience,que
que,votre
votre,mobile
mobile,a
disparu,Perdu
Perdu,?
?,Volé
Volé,?
?,Non
Non,vous
vous,refusez
refusez,d’y
d’y,croire
croire,Vous
vérifiez,à nouveau
à nouveau,sans plus
sans plus,de succès
de succès,essayant
vous,persuader
persuader,que
que,vous
vous,l’avez
l’avez,oublié
oublié,au bureau
au bureau,mais
non,:
:,vous
vous,vous
vous,souvenez
souvenez,de l’avoir
de l’avoir,consulté
consulté,dans l’ascenseur
dans l’ascenseur,en quittant
en quittant,le
le,boulot
boulot,et sans doute
dans le,métro
métro,et dans le
et dans le,bus
Zut,!
D’abord,vous
vous,êtes
êtes,en colère
en colère,à cause
à cause,de la perte
de la perte,de l’appareil
de l’appareil,luimême
luimême,puis
puis,vous
vous,vous
vous,félicitez
d’avoir,souscrit
souscrit,cette
assurance,vol/perte/casse
vol/perte/casse,,
,,tout
tout,en comptant
en comptant,les
les,points
fidélité,qui
qui,dès demain
dès demain,vous
vous,permettront
permettront,de vous
de vous,offrir
offrir,un
nouveau,jouet
jouet,hightech
hightech,et tactile
Pourtant,à 3
à 3,heures
heures,du
du,matin
matin,vous
vous,n’avez
n’avez,toujours
toujours,pas
réussi,à trouver
à trouver,le
le,sommeil
Vous,vous
vous,levez
levez,sans bruit
sans bruit,pour ne
pour ne,pas
pas,réveiller
réveiller,l’homme
endormi,à vos
à vos,côtés
Dans,la cuisine
la cuisine,en haut
en haut,d’un
d’un,placard
placard,vous
vous,allez
allez,chercher
le,vieux
vieux,paquet
paquet,de clopes
de clopes,entamé
entamé,que
que,vous
vous,avez
avez,planqué
planqué,là
en cas,de coup
de coup,dur
dur,Vous
Vous,en grillez
en grillez,une
une,et
et,au point
au point,où
où,vous
en êtes,l’accompagnez
l’accompagnez,d’un
d’un,verre
verre,de vodka
Vous,êtes
êtes,assise
assise,courbée
courbée,sur votre
sur votre,chaise
chaise,Vous
Vous,avez
avez,froid
car,vous
vous,avez
avez,laissé
laissé,la fenêtre
la fenêtre,ouverte
ouverte,à cause
à cause,de l’odeur
Vous,faites
faites,l’inventaire
l’inventaire,de tout
de tout,ce
ce,que
que,contient
contient,votre
votre,téléphone
téléphone,:
:,quelques
quelques,vidéos
vidéos,une
une,cinquantaine
cinquantaine,de photos
de photos,l’historique
l’historique,de votre
de votre,navigation
navigation,sur Internet
sur Internet,votre
votre,adresse
adresse,y
compris,le
le,code
code,de la porte
de la porte,d’entrée
d’entrée,de l’immeuble
de l’immeuble,celle
vos,parents
parents,des numéros
des numéros,de gens
de gens,qui
qui,ne
ne,devraient
devraient,pas
pas,forcément
forcément,s’y
s’y,trouver
trouver,des messages
qui,pourraient
pourraient,laisser
supposer,que
Ne,sois
sois,pas
pas,parano
parano,!
Vous,tirez
tirez,une
une,nouvelle
nouvelle,bouffée
bouffée,et prenez
et prenez,une
une,gorgée
gorgée,d’alcool
En,apparence
apparence,il
il,n’y
n’y,a
a,rien
rien,de vraiment
de vraiment,compromettant
mais,vous
vous,savez
savez,bien
bien,que
que,les
les,apparences
apparences,sont
sont,trompeuses
Ce,qui
qui,vous
vous,inquiète
inquiète,c’est
c’est,que
que,votre
votre,appareil
appareil,ait
ait,atterri
entre des mains,malintentionnées
Déjà,vous
vous,regrettez
regrettez,certaines
certaines,photos
photos,certains
certains,mails
certaines,conversations
conversations,Le
Le,passé
passé,la famille
la famille,l’argent
l’argent,le
sexe,En
En,cherchant
cherchant,bien
bien,quelqu’un
quelqu’un,qui
qui,voudrait
voudrait,vous
vous,nuire
aurait,de quoi
de quoi,briser
briser,votre
votre,vie
vie,Vous
Vous,regrettez
regrettez,mais
mais,les
regrets,ne
ne,servent
servent,plus
plus,à rien
Comme,vous
vous,frissonnez
frissonnez,vous
vous,vous
vous,levez
levez,pour fermer
fenêtre,Le
Le,front
front,collé
collé,contre la vitre
contre la vitre,vous
vous,regardez
regardez,les
les,rares
lumières,qui
qui,brillent
brillent,encore
encore,dans la nuit
dans la nuit,en vous
en vous,disant
disant,qu’à
l’autre,bout
bout,de la ville
de la ville,un
un,homme
homme,a
a,peutêtre
peutêtre,les
les,yeux
yeux,vissés
à l’écran,de votre
de votre,téléphone
téléphone,explorant
explorant,avec
avec,délectation
délectation,les
zones,d’ombre
d’ombre,de votre
de votre,vie
vie,privée
privée,et fouillant
et fouillant,méthodiquement
méthodiquement,dans les
dans les,entrailles
entrailles,de l’appareil
à la recherche,de vos
de vos,dirty
dirty,little
little,secrets
Madeline,n’eut
n’eut,même
même,pas
pas,le
le,temps
temps,d’être
d’être,déstabilisée
déstabilisée,par cette
par cette,agression
agression,Elle
Elle,venait
venait,d’apercevoir
une,table
table,libre
libre,accolée
accolée,à la baie
à la baie,vitrée
vitrée,Elle
Elle,pressa
le,pas
pas,de peur
de peur,de laisser
de laisser,échapper
échapper,le
le,précieux
emplacement,Elle
Elle,n’était
n’était,qu’à
qu’à,trois
trois,mètres
mètres,de son
but,lorsque
lorsque,son
son,téléphone
téléphone,vibra
vibra,dans son
dans son,sac
C’est,pas
pas,le
le,moment
moment,!
Elle,décida
décida,d’abord
d’abord,de ne
de ne,pas
pas,répondre
répondre,puis
puis,se
ravisa,:
:,c’était
c’était,sans doute
sans doute,Raphaël
Raphaël,qui
qui,la cherchait
Maladroitement,elle
elle,prit
prit,son
son,plateau
plateau,dans une
main,–
–,Bon
Bon,sang
sang,que
que,cette
cette,théière
théière,est
est,lourde
lourde,!
!,–
tandis,qu’elle
qu’elle,fouillait
fouillait,dans son
dans son,sac
extraire,son
son,portable
portable,noyé
noyé,entre son
entre son,volumineux
trousseau,de clés
de clés,son
son,agenda
agenda,et le
et le,roman
roman,qu’elle
avait,en cours
en cours,Elle
Elle,se
se,contorsionna
contorsionna,pour décrocher
l’appareil,et le
et le,porter
porter,à son
à son,oreille
oreille,lorsque
Madeline,et Jonathan
et Jonathan,se
se,percutèrent
percutèrent,de plein
de plein,fouet
Théière,pomme
pomme,sandwich
sandwich,bouteille
bouteille,de Coca
de Coca,verre
verre,de vin
de vin,:
tout,vola
vola,dans les
dans les,airs
airs,avant de se
avant de se,retrouver
retrouver,sur le
sur le,sol
Surpris,par le
par le,choc
choc,Charly
Charly,luimême
luimême,laissa
laissa,tomber
tomber,son
plateau,et se
et se,mit
mit,à pleurer
Quelle,conne
conne,!
!,s’agaça
s’agaça,Jonathan
Jonathan,en se
en se,relevant
relevant,avec
avec,difficulté
–,Pouvez
Pouvez,pas
pas,regarder
regarder,où
où,vous
vous,foutez
foutez,les
les,pieds
pieds,!
!,criatil
Quel,abruti
abruti,!
!,s’irrita
s’irrita,Madeline
Madeline,en reprenant
en reprenant,ses
ses,esprits
–,Ah
Ah,!
!,parce
parce,que
que,c’est
c’est,ma
ma,faute
faute,en plus
en plus,?
?,Faut
Faut,pas
pas,inverser
les,rôles
rôles,mon
mon,vieux
vieux,!
!,lui
lui,tintelle
tintelle,tête
tête,avant de récupérer
le,sol
sol,son
son,téléphone
téléphone,son
son,sac
sac,et ses
et ses,clés
Jonathan,se
se,pencha
pencha,vers son
vers son,fils
fils,pour le
pour le,rassurer
rassurer,ramassant
ramassant,le
le,sandwich
sandwich,protégé
par un,emballage
emballage,en plastique
en plastique,ainsi
que,la bouteille
la bouteille,d’eau
d’eau,et son
et son,portable
J’avais,vu
vu,cette
cette,table
table,en premier
en premier,!
!,s’indignatil
s’indignatil,Nous
étions,pratiquement
pratiquement,assis
assis,lorsque
lorsque,vous
vous,avez
avez,déboulé
déboulé,comme
une,avalanche
avalanche,sans même
Vous,plaisantez
plaisantez,?
?,J’ai
J’ai,repéré
repéré,cette
cette,table
table,bien
bien,avant vous
avant vous,!
La,colère
colère,de la jeune
de la jeune,femme
femme,soulignait
soulignait,un
un,accent
accent,anglais
jusqu’alors,imperceptible
Quoi,qu’il
qu’il,en soit
en soit,vous
vous,êtes
êtes,seule
seule,alors
alors,que
que,je
je,suis
suis,avec
un,enfant
La,belle
belle,excuse
excuse,!
!,Je
Je,ne
ne,vois
vois,pas
pas,en quoi
en quoi,le
le,fait
fait,d’avoir
d’avoir,un
mioche,vous
vous,donne
donne,le
le,droit
droit,de me
de me,rentrer
rentrer,dedans
bousiller,mon
mon,chemisier
chemisier,!
!,déploratelle
déploratelle,en découvrant
tache,de vin
de vin,qui
qui,maculait
maculait,son
son,cachecœur
Consterné,Jonathan
Jonathan,secoua
secoua,la tête
la tête,et leva
et leva,les
les,yeux
yeux,au ciel
Il,ouvrit
ouvrit,la bouche
la bouche,pour protester
pour protester,mais
mais,Madeline
Madeline,le
le,prit
vitesse,:
Et,puis
puis,d’abord
d’abord,je
je,ne
ne,suis
suis,pas
pas,seule
seule,!
!,assuratelle
apercevant,Raphaël
Jonathan,haussa
haussa,les
les,épaules
épaules,et prit
et prit,la main
la main,de Charly
–,Viens
Viens,on
on,va
va,ailleurs
ailleurs,Pauvre
Pauvre,gourde
gourde,lançatil
lançatil,en quittant
en quittant,le
le,restaurant
Le,vol
vol,Delta
Delta,4565
4565,quitta
quitta,New
New,York
York,pour San
Francisco,à 17
à 17,heuresTout
heuresTout,à la joie
à la joie,de retrouver
de retrouver,son
fils,Jonathan
Jonathan,ne
ne,vit
vit,pas
pas,le
le,temps
temps,passer
passer,Depuis
séparation,de ses
de ses,parents
parents,Charly
Charly,avait
avait,une
une,peur
phobique,de l’avion
de l’avion,Impossible
Impossible,pour lui
pour lui,de voyager
tout,seul
seul,ou
ou,de trouver
de trouver,le
le,sommeil
sommeil,pendant un
pendant un,vol
Les,sept
sept,heures
heures,que
que,durait
durait,le
le,trajet
trajet,furent
furent,donc
consacrées,à échanger
à échanger,des anecdotes
des anecdotes,à se
à se,raconter
des histoires,drôles
drôles,et à visionner
et à visionner,pour la vingtième
fois,l’intégralité
l’intégralité,du
du,film
film,La
La,Belle
Belle,et le
et le,Clochard
l’écran,d’un
d’un,ordinateur
ordinateur,portable
portable,tout
tout,en se
en se,délectant
de petits,pots
pots,de crème
de crème,glacée
glacée,HäagenDazs
HäagenDazs,Ce
genre,de douceurs
de douceurs,était
était,réservé
réservé,à la classe
à la classe,affaires
mais,une
une,hôtesse
hôtesse,compréhensive
compréhensive,qui
qui,avait
avait,craqué
devant la bouille,de Charly
de Charly,et le
et le,charme
charme,maladroit
son,papa
papa,se
se,fit
fit,un
un,plaisir
plaisir,de transgresser
de transgresser,les
les,règles
Madeline,regarda
regarda,sa
sa,montre
montre,en écrasant
en écrasant,un
bâillement,Six
Six,heures
heures,et demie
et demie,du
du,matin
matin,Le
Le,vol
n’avait,duré
duré,qu’un
qu’un,peu
peu,plus
plus,de sept
de sept,heures
heures,mais
avec,le
le,décalage
décalage,horaire
horaire,l’avion
l’avion,avait
avait,atterri
samedi,matin
matin,à Paris
à Paris,Roissy
Roissy,s’éveillait
s’éveillait,à vitesse
accélérée,Comme
Comme,à New
à New,York
York,les
les,vacanciers
Noël,avaient
avaient,pris
pris,possession
possession,de l’aéroport
l’heure,matinale
–,Tu
Tu,es
es,certaine
certaine,de vouloir
de vouloir,aller
aller,travailler
travailler,aujourd’hui
aujourd’hui,?
?,demanda
demanda,Raphaël
Raphaël,devant le
devant le,tapis
–,Bien
Bien,sûr
sûr,chéri
chéri,!
!,ditelle
ditelle,en allumant
en allumant,son
son,téléphone
téléphone,pour consulter
pour consulter,son
son,courrier
courrier,Je
Je,te
te,parie
parie,que
j’ai,déjà
déjà,plusieurs
plusieurs,commandes
commandes,en attente
Elle,écouta
écouta,d’abord
d’abord,son
son,répondeur
répondeur,où
où,une
une,voix
traînante,et endormie
et endormie,qui
qui,lui
lui,était
était,totalement
inconnue,avait
avait,laissé
laissé,un
un,message
message,:
Salut,Jon’
Jon’,c’est
c’est,Marcus
Marcus,Euh
Euh,j’ai
j’ai,eu
eu,un
un,p’tit
souci,avec
avec,la 4L
la 4L,:
:,une
une,fuite
fuite,d’huile
d’huile,qui
qui,bon
bon,je
je,t’expliquerai
t’expliquerai,plus
plus,tard
tard,Enfin
Enfin,tout
tout,ça
ça,pour te
pour te,dire
dire,que
que,je
risque,d’être
d’être,un
un,peu
peu,en retard
en retard,S’cuse
S’cuse,»
Qui,est
est,donc
donc,cet
cet,hurluberlu
hurluberlu,?
?,se
se,demandatelle
en raccrochant,Quelqu’un
Quelqu’un,qui
qui,aurait
aurait,composé
composé,un
faux,numéro
numéro,?
?,Hum
Quels,canards
canards,?
?,Les
Les,cuisses
cuisses,de canard
de canard,et la roquette
et la roquette,que
que,nous
nous,livre
livre,Bob
Woodmark,tous
tous,les
les,vendredis
vendredis,!
Ah,!
!,je
je,me
me,disais
disais,bien
bien,que
que,j’avais
j’avais,oublié
oublié,un
un,truc
truc,!
!,Bougre
Bougre,de grande
de grande,bourrique
bourrique,!
!,s’énerva
s’énerva,Jonathan
Comment,peuxtu
peuxtu,oublier
oublier,la seule
la seule,chose
chose,à laquelle
à laquelle,je
je,t’avais
t’avais,demandé
demandé,de penser
de penser,?
Ce,n’est
n’est,pas
pas,dramatique
dramatique,non
non,plus
plus,maugréa
maugréa,Marcus
Si,justement
justement,!
!,Même
Même,si
si,Woodmark
Woodmark,est
est,imbuvable
imbuvable,sa
ferme,nous
nous,fournit
fournit,nos
nos,meilleurs
meilleurs,produits
produits,Si
Si,tu
tu,lui
lui,as
as,posé
un,lapin
lapin,il
il,va
va,nous
nous,prendre
prendre,en grippe
en grippe,et ne
et ne,voudra
voudra,plus
nous,comme
comme,clients
clients,Fais
Fais,un
un,détour
détour,par le
par le,restaurant
restaurant,:
:,je
je,te
parie,qu’il
qu’il,a
a,laissé
laissé,sa
sa,cargaison
cargaison,dans l’arrièrecour
Je,peux
peux,voir
voir,ça
ça,tout
tout,seul
seul,assura
assura,Marcus
Marcus,Je
Je,vous
vous,ramène
ramène,d’abord
d’abord,à la mais
Non,!
!,le
le,coupa
coupa,Jonathan
Jonathan,Tu
Tu,n’es
n’es,qu’un
qu’un,traînesavates
qui,on
on,ne
ne,peut
peut,pas
pas,compter
compter,donc
donc,je
je,vais
vais,prendre
prendre,les
les,choses
Mais,le
le,petit
petit,est
est,crevé
crevé,!
Non,non
non,!
!,se
se,réjouit
réjouit,Charly
Charly,Je
Je,veux
veux,aller
aller,au restaurant
moi,aussi
aussi,!
Comme,ça
ça,c’est
c’est,réglé
réglé,trancha
trancha,Jonathan
Jonathan,Prends
Prends,l’embranchement
l’embranchement,au niveau
au niveau,de la 3e
de la 3e,Rue
Rue,ordonnatil
essuyant,avec
avec,sa
sa,manche
manche,la buée
la buée,qui
qui,se
se,condensait
condensait,sur le
Mais,la vieille
la vieille,4L
4L,n’aimait
n’aimait,pas
pas,être
être,bousculée
bousculée,dans son
itinéraire,Ses
Ses,pneus
pneus,étroits
étroits,manquaient
manquaient,d’adhérence
d’adhérence,et le
changement,brutal
brutal,de direction
de direction,faillit
faillit,provoquer
provoquer,un
un,accident
Tu,vois
vois,bien
bien,que
que,tu
tu,ne
ne,contrôles
contrôles,pas
pas,ce
ce,tas
tas,de boue
de boue,!
!,cria
Jonathan,Putain
Putain,tu
tu,vas
vas,nous
nous,tuer
tuer,!
Je,fais
fais,ce
ce,que
que,je
je,peux
peux,!
!,assura
assura,Marcus
Marcus,en redressant
en redressant,le
volant,dans un
dans un,concert
concert,de klaxons
de klaxons,exaspérés
Tout,en remontant
en remontant,Kearney
Kearney,Street
Street,le
le,tacot
tacot,retrouva
retrouva,un
semblant,de stabilité
C’est,parce
parce,que
que,tu
tu,as
as,revu
revu,ma
ma,sœur
sœur,que
que,tu
tu,es
es,dans cet
étatlà,?
?,demanda
demanda,Marcus
Marcus,après un
après un,long
long,silence
Francesca,n’est
n’est,que
que,ta
ta,demisœur
demisœur,corrigea
corrigea,Jonathan
Comment,vatelle
vatelle,?
Jonathan,lui
lui,jeta
jeta,un
un,regard
regard,hostile
Si,tu
tu,crois
crois,qu’on
qu’on,a
a,fait
fait,la causette
Marcus,savait
savait,que
que,le
le,sujet
sujet,était
était,sensible
sensible,et n’insista
et n’insista,pas
pas,Il
se,concentra
concentra,sur sa
sur sa,conduite
conduite,pour rejoindre
pour rejoindre,Columbus
Avenue,et garer
et garer,sa
sa,«
«,titine
titine,»
»,devant une
devant une,brasserie
brasserie,portant
l’enseigne,French
French,Touch
Touch,à l’angle
à l’angle,d’Union
d’Union,Street
Stockton,Street
Comme,Jonathan
Jonathan,l’avait
l’avait,deviné
deviné,Bob
Bob,Woodmark
Woodmark,avait
laissé,sa
sa,cargaison
cargaison,à l’arrière
à l’arrière,du
du,restaurant
restaurant,Les
Les,deux
hommes,empoignèrent
empoignèrent,les
les,cageots
cageots,pour les
pour les,entreposer
la chambre,froide
froide,avant de vérifier
avant de vérifier,que
que,tout
tout,était
était,en ordre
dans la salle,principale
French,Touch
Touch,était
était,un
un,bout
bout,de l’Hexagone
de l’Hexagone,au cœur
North,Beach
Beach,le
le,quartier
quartier,italien
italien,de San
de San,Francisco
Francisco,Petit
Petit,mais
chaleureux,l’endroit
l’endroit,reproduisait
reproduisait,l’intérieur
l’intérieur,d’un
d’un,bistrot
français,des années
des années,1930
1930,:
:,boiseries
boiseries,moulures
moulures,sol
mosaïque,immenses
immenses,miroirs
miroirs,Belle
Belle,Époque
Époque,vieilles
vieilles,affiches
de Joséphine,Baker
Baker,Maurice
Maurice,Chevalier
Chevalier,et Mistinguett
L’établissement,proposait
proposait,une
une,cuisine
cuisine,française
française,traditionnelle
traditionnelle,sans prétention
sans prétention,sans chichis
sans chichis,Sur
Sur,l’ardoise
l’ardoise,accrochée
au mur,on
on,pouvait
pouvait,lire
lire,:
:,feuilleté
feuilleté,d’escargots
d’escargots,au miel
magret,de canard
de canard,à l’orange
à l’orange,tarte
tarte,tropézienne
Je,peux
peux,avoir
avoir,une
une,glace
glace,papa
papa,?
?,demanda
demanda,Charly
Charly,en s’installant
en s’installant,devant le
devant le,zinc
zinc,rutilant
rutilant,qui
qui,trônait
trônait,le
le,long
long,de la salle
Non,chériTu
chériTu,en as
en as,mangé
mangé,des kilos
des kilos,dans l’avion
dans l’avion,Et
Et,puis
il,est
est,très
très,tard
tard,tu
tu,devrais
devrais,déjà
déjà,être
être,au lit
au lit,depuis longtemps
Mais,c’est
c’est,les
les,vacances
Allez,Jon’
Jon’,sois
sois,cool
cool,!
!,demanda
demanda,Marcus
Ah,non
non,tu
tu,ne
ne,vas
vas,pas
pas,t’y
t’y,mettre
mettre,toi
toi,aussi
aussi,!
Mais,c’est
c’est,Noël
Noël,!
Deux,gosses
gosses,!
!,ne
ne,put
put,s’empêcher
s’empêcher,de sourire
de sourire,Jonathan
Il,prit
prit,place
place,au bout
au bout,du
du,restaurant
restaurant,derrière le
derrière le,comptoir
la cuisine,ouverte
ouverte,qui
qui,permettait
permettait,aux convives
aux convives,de suivre
partie,la préparation
la préparation,des plats
Qu’estce,qui
qui,te
te,ferait
ferait,plaisir
plaisir,?
?,demandatil
demandatil,à son
à son,fils
Une,Dame
Dame,blanche
blanche,!
!,s’enthousiasma
s’enthousiasma,le
le,gamin
Avec,dextérité
dextérité,le
le,cuistot
cuistot,cassa
cassa,quelques
quelques,carrés
chocolat,noir
noir,dans une
dans une,petite
petite,jatte
jatte,pour les
pour les,faire
faire,fondre
Et,pour toi
pour toi,?
?,demandatil
demandatil,à Marcus
On,pourrait
pourrait,ouvrir
ouvrir,une
une,bouteille
bouteille,de vin
Si,tu
tu,veux
Un,large
large,sourire
sourire,éclaira
éclaira,le
le,visage
visage,de Marcus
de Marcus,Il
Il,quitta
quitta,son
siège,avec
avec,entrain
entrain,pour rejoindre
pour rejoindre,son
son,lieu
lieu,de prédilection
de prédilection,:
cave,du
du,restaurant
Pendant,ce
ce,temps
temps,sous le
sous le,regard
regard,gourmand
gourmand,de Charly
Jonathan,disposa
disposa,dans une
dans une,coupe
coupe,deux
deux,boules
boules,de glace
vanille,accompagnées
accompagnées,d’une
d’une,meringue
meringue,Une
Une,fois
fois,le
le,chocolat
fondu,il
il,y
y,incorpora
incorpora,une
une,cuillerée
cuillerée,de crème
de crème,fleurette
fleurette,Il
versa,le
le,chocolat
chocolat,chaud
chaud,sur la crème
sur la crème,glacée
glacée,et recouvrit
et recouvrit,le
tout,de chantilly
de chantilly,et d’amandes
et d’amandes,grillées
Enjoy,!
!,ditil
ditil,en piquant
en piquant,une
une,petite
petite,ombrelle
ombrelle,sur le
sur le,dôme
Le,père
père,et le
et le,fils
fils,s’installèrent
s’installèrent,à une
à une,table
table,assis
assis,côte
côte,à côte
sur une,banquette
banquette,moelleuse
moelleuse,Des
Des,étoiles
étoiles,dans les
dans les,yeux
Charly,s’arma
s’arma,d’une
d’une,longue
longue,cuillère
